queue_size,active_nodes,time,processing_time
1,1,1734457247.1377223,17.571346759796143
10,1,1734457264.7097359,14.99130129814148
9,1,1734457279.70171,12.148038864135742
8,1,1734457291.850402,8.243274927139282
7,1,1734457300.094261,4.974644422531128
6,1,1734457305.0696082,14.770791053771973
5,1,1734457319.8414094,11.674471616744995
4,1,1734457331.516524,12.119820356369019
3,1,1734457343.6369562,5.144819736480713
2,1,1734457348.782513,8.776880025863647
1,1,1734457357.560071,
